Object layer (122) :

Object #0 (0x4002)
    type = 0 (Jill (normal))
    x = 704
    y = 496
    width = 16
    height = 32
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 18
    stateCount = 17
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #1 (0x4021)
    type = 28 (Bonus (Hight jump, knif...))
    x = 704
    y = 480
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 8
    flags = 0
    info1 = 0
    pointer = 0
Object #2 (0x4040)
    type = 24 (Locked Door)
    x = 848
    y = 608
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #3 (0x405F)
    type = 15 (Trigger: Touch Trigger)
    x = 832
    y = 624
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #4 (0x407E)
    type = 61 (Lift arrow)
    x = 336
    y = 720
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #5 (0x409D)
    type = 61 (Lift arrow)
    x = 240
    y = 720
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #6 (0x40BC)
    type = 61 (Lift arrow)
    x = 272
    y = 512
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #7 (0x40DB)
    type = 61 (Lift arrow)
    x = 336
    y = 448
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #8 (0x40FA)
    type = 61 (Lift arrow)
    x = 176
    y = 688
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #9 (0x4119)
