Object layer (121) :

Object #0 (0x4002)
    type = 0 (Jill (normal))
    x = 1936
    y = 736
    width = 16
    height = 32
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #1 (0x4021)
    type = 24 (Locked Door)
    x = 1904
    y = 768
    width = 16
    height = 24
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #2 (0x4040)
    type = 15 (Trigger: Touch Trigger)
    x = 1920
    y = 784
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 1
    flags = 0
    info1 = 0
    pointer = 0
Object #3 (0x405F)
    type = 61 (Lift arrow)
    x = 1744
    y = 784
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = -1
    flags = 0
    info1 = 0
    pointer = 0
Object #4 (0x407E)
    type = 35 (Rolling Stone)
    x = 1312
    y = 912
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #5 (0x409D)
    type = 39 (Invincible Snake)
    x = 1792
    y = 784
    width = 56
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #6 (0x40BC)
    type = 39 (Invincible Snake)
    x = 1296
    y = 816
    width = 56
    height = 16
    xSpeed = 2
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #7 (0x40DB)
    type = 47 (Crab)
    x = 1296
    y = 656
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
    state = 0
    subState = 0
    stateCount = 0
    counter = 0
    flags = 0
    info1 = 0
    pointer = 0
Object #8 (0x40FA)
    type = 47 (Crab)
    x = 1328
    y = 656
    width = 16
    height = 16
    xSpeed = 0
    ySpeed = 0
